date,totcases,totdeaths,logtot,logdet,logdiff,logddiff_det,transit,walking,driving,recreation,essentials,parks,station_transit,workplace,resedential,TotalHospitalized,DailyTested,TotalICU,TotalRecovered,TotalActive,ontario,ontario-us,Coronavirus,Mean Temp
23-09-2020,48087,2835,10.78076715,7.949797216,0.006990919,0.001058761,59.1,111.8,116.74,1.195652174,4.282608696,88.125,-29.7,-24.55769231,5.934782609,39,31143,14,39841,1848,651.5746311,15958.83065,64,19.9
24-09-2020,48496,2836,10.7892366,7.950149888,0.00846945,0.000352671,56.915,113.165,118.73,1.152173913,4.760869565,83.1875,-30.26666667,-23.5,6.456521739,47,29540,17,39974,2027,634.383871,13955.92581,92,18.5
25-09-2020,48905,2837,10.79763492,7.950502435,0.00839832,0.000352547,59.895,117.955,121.23,-1.5,1.065217391,96.6875,-30.03333333,-24.92307692,6.434782609,47,27664,19,40091,2157,595.0828408,15896.12961,80,19.3
26-09-2020,49340,2837,10.80649039,7.950502435,0.00885547,0,59.205,117.7,123.335,-0.913043478,4.456521739,85.53333333,-30.23333333,-24.25,6.391304348,44,28761,20,40245,2316,622.1431508,16424.42863,86,19
27-09-2020,49831,2839,10.81639256,7.951207156,0.009902169,0.000704722,60.42,128.46,139.55,-0.70212766,1.413043478,68.4375,-27.83333333,-23,6.065217391,53,35134,21,40424,2427,674.4519474,14873.00747,82,23.4
28-09-2020,50531,2840,10.83034229,7.951559331,0.013949729,0.000352175,54.11,124.925,123.6,5.717391304,8,134.6666667,-13.73333333,1.957446809,1.344827586,58,35826,20,40600,2652,667.4173496,13931.18208,75,20.7
29-09-2020,51085,2844,10.84124619,7.952966791,0.010903903,0.00140746,46.94,98.85,97.985,9.760869565,8.139534884,136.2352941,-19.93333333,0.404255319,0.8,64,38940,20,40777,2881,733.8109038,15390.48809,77,15.9
30-09-2020,51710,2848,10.85340647,7.954372273,0.012160274,0.001405482,53.82,106.395,108.81,-3.02173913,2.956521739,79.75,-31.33333333,-25.76923077,6.804347826,63,40127,23,40968,3054,559.5151824,15868.70194,78,14.6
01-10-2020,52248,2851,10.86375689,7.955425089,0.010350426,0.001052816,52.21,108.305,111.625,-4.326086957,4.434782609,76.3125,-32.8,-24.28846154,7.02173913,65,64242,22,41146,3299,650.7168667,17087.96655,89,13.1
02-10-2020,52980,2927,10.87766976,7.981733287,0.013912871,0.026308198,52.94,111.69,113.365,-5.891304348,4.847826087,82.3125,-31.76666667,-23.03846154,7.382978723,82,1712,24,41342,3578,574.032717,15678.68028,80,10.5
03-10-2020,53633,2968,10.88991983,7.995643604,0.012250066,0.013910318,50.9,105.475,113.38,-4.652173913,6.086956522,66,-33.53333333,-22.65384615,7.340425532,88,35436,24,41600,3652,726.4506561,15654.12911,94,8.2
04-10-2020,54199,2975,10.90041774,7.997999318,0.010497908,0.002355714,56.43,124.865,131.985,-5.85106383,1.760869565,81,-33.13333333,-21.96153846,6.787234043,88,30634,27,41886,3774,597.1719734,13612.68929,79,8.6
05-10-2020,54814,2980,10.91170091,7.999678579,0.011283178,0.001679262,53.005,128.065,121.64,4.695652174,10.40909091,158.8333333,-17.6,3.893617021,0.921052632,87,41865,25,42169,3899,720.0383633,14891.11241,86,11.2
06-10-2020,55362,2987,10.92164872,8.002024818,0.009947802,0.002346239,44.465,94.755,94.525,7.644444444,8.372093023,136.2352941,-24.96666667,1.021276596,0.542857143,100,43238,28,42507,3996,625.0860332,14817.53152,74,13.7
07-10-2020,55945,2988,10.93212434,8.002359546,0.010475627,0.000334728,49.1,98.13,102.525,-6.2,4.130434783,58.125,-35.8,-23,7.617021277,112,42509,28,42796,4196,764.6319207,15096.25839,72,13.9
08-10-2020,56742,2992,10.94626996,8.003697339,0.014145612,0.001337793,48.59,95.255,103.125,-5.695652174,5.804347826,48.35294118,-35.56666667,-22.26923077,7.617021277,128,41111,29,43127,4564,624.1852038,12823.02906,100,10.9
09-10-2020,57681,2997,10.96268311,8.005367067,0.016413153,0.001669728,47.185,92.615,104.665,-4.733333333,7.239130435,16.85714286,-34.73333333,-23.86538462,8.106382979,137,38375,30,43450,4791,616.9796901,12561.17279,99,10.6
10-10-2020,58490,3004,10.97661108,8.007700013,0.01392797,0.002332946,48.52,98.065,110.095,-3.466666667,9.260869565,45.82352941,-35.33333333,-21.01923077,7.361702128,150,35753,35,43907,4955,519.9448188,15427.75929,80,15
11-10-2020,59139,3005,10.98764588,8.008032847,0.011034806,0.000332834,49.865,103.875,119.19,-7.936170213,0.934782609,36.0952381,-35.16666667,-21.05769231,8.14893617,162,39646,36,44422,4975,446.8583136,16253.46152,71,8.6
12-10-2020,59139,3005,10.98764588,8.008032847,0,0,46.945,109.87,114.705,2.733333333,7.386363636,101.9444444,-19.26666667,0.042553191,2.394736842,167,40093,38,44850,5203,488.317232,13871.26865,100,12
13-10-2020,60692,3017,11.01356717,8.012018239,0.025921288,0.003985392,39.205,75.195,83.315,-2.555555556,6.395348837,6.277777778,-31.96666667,-5,3.228571429,155,46254,41,45285,5380,501.5945373,15280.65579,74,14.1
14-10-2020,61413,3017,11.02537682,8.012018239,0.011809645,0,46.065,89.71,97.88,-5.711111111,5.282608696,58.22222222,-34.5,-23.46153846,7.170212766,169,39661,41,45819,5405,453.8825601,17608.32924,89,11.9
15-10-2020,62196,3022,11.03804597,8.013674143,0.01266915,0.001655904,46.84,89.485,100.96,-5.956521739,6.195652174,55.58823529,-35.06666667,-22.71153846,7.170212766,176,38196,44,46360,5474,542.9875216,13690.99491,79,12.1
16-10-2020,62908,3031,11.04942862,8.016647877,0.011382653,0.002973734,44.75,86.975,99.89,-8.755555556,6.586956522,27.35,-36.5,-22.71153846,8.574468085,192,42031,41,46906,5469,428.5422013,15734.85752,77,7.4
17-10-2020,63713,3041,11.0621439,8.019941688,0.012715282,0.003293811,46.825,91.73,109.2,-3.711111111,13.19565217,46.4375,-32.4,-21.03846154,7.468085106,195,43277,43,47613,5344,416.2409869,14911.71636,73,8.1
18-10-2020,64371,3046,11.0724185,8.021584533,0.010274598,0.001642846,47.755,105.955,122.34,-4.212765957,12.13043478,68.77777778,-28.8,-22.05769231,7.489361702,206,48488,47,48308,5442,475.1881531,16028.65082,62,10.3
19-10-2020,65075,3050,11.08329573,8.02289687,0.01087723,0.001312336,39.38,89.885,98.285,-0.666666667,17.25,119.7222222,-15.23333333,-1.617021277,2.552631579,225,44914,47,49032,5652,429.1022507,13656.48759,84,7
20-10-2020,65896,3053,11.09583302,8.023879993,0.012537291,0.000983123,32.06,72.34,75.69,-2.755555556,10.30232558,113.0588235,-32.93333333,-5.808510638,1.428571429,213,44298,48,49732,5754,490.4678505,14497.16132,71,8.8
21-10-2020,66686,3062,11.10775031,8.026823576,0.011917294,0.002943583,30.38,62.045,66.46,-46.81818182,-48.34090909,118.5333333,-44.86666667,-73.69230769,18.34042553,217,44138,51,50437,5697,494.5598694,14837.6788,71,12.2
22-10-2020,67527,3071,11.1202828,8.02975852,0.012532482,0.002934944,43.55,88.85,98.48,-7.326086957,9.043478261,60.88235294,-33.56666667,-22.98076923,7.893617021,217,0,51,50437,5697,448.0881827,15227.46783,66,10.4
23-10-2020,68353,3080,11.13244073,8.032684876,0.012157936,0.002926356,44.255,95.93,103.39,-8.260869565,4.47826087,59.42105263,-33.86666667,-21.65384615,8.446808511,203,67706,53,51729,5946,406.5860177,16573.80236,63,16.5
24-10-2020,69331,3086,11.14664742,8.034631033,0.014206683,0.001946157,42.365,84.24,101.315,-9.543478261,3.304347826,-2.714285714,-37.63333333,-21.40384615,9.893617021,231,32206,64,52512,5884,493.962732,17884.38225,70,5.5
25-10-2020,70373,3093,11.16156495,8.036896773,0.01491753,0.00226574,45.875,101.765,115.25,-9.574468085,-0.152173913,41.47619048,-37.16666667,-19.05769231,9.021276596,253,39961,62,53291,5883,437.929853,16652.86028,71,4.1
26-10-2020,71224,3099,11.17358512,8.038834758,0.012020173,0.001937985,42.595,104.235,108.565,0.044444444,5.818181818,112.4736842,-21.7,2.191489362,3.263157895,261,38507,67,54004,5873,428.1811597,17578.11943,67,5.3
27-10-2020,72051,3103,11.18512948,8.040124664,0.011544361,0.001289907,34.16,75.425,78.7,-7.659090909,0.697674419,40.31578947,-34.96666667,-5.212765957,4.4,278,44722,72,54686,5986,429.1653811,15422.17669,56,4.4
28-10-2020,72885,3108,11.19663814,8.041734711,0.011508655,0.001610047,38.98,79.065,90.18,-12.45652174,-2.434782609,2.35,-39.43333333,-22.76923077,9.361702128,247,40850,71,55371,5954,426.399746,13461.8,62,7.1
29-10-2020,73819,3118,11.20937143,8.04494705,0.012733295,0.003212338,42.02,86.765,95.94,-6.913043478,4.152173913,38.47368421,-35.2,-20.86538462,8.127659574,252,31864,69,55978,6047,536.7402979,16126.69184,60,6.5
30-10-2020,74715,3127,11.22143615,8.047829357,0.012064724,0.002882308,39.605,81.23,93.455,-10.41304348,0.173913043,19.25,-37.26666667,-21.5,9.595744681,274,24049,72,56606,6237,485.6685241,15192.14355,64,-1
31-10-2020,75730,3136,11.23492966,8.050703381,0.013493508,0.002874024,40.58,87.91,98.895,-8.47826087,3.760869565,18.75,-36,-20.34615385,9.14893617,260,32646,71,57325,6299,496.3684526,15466.35377,55,0.7
01-11-2020,76707,3145,11.24774825,8.053569169,0.012818586,0.002865788,47.82,114.415,120.71,-10.55319149,-4.913043478,68.5,-35.43333333,-19.09615385,8.744680851,270,38860,74,58066,6390,500.1646755,13057.31618,60,5.6
02-11-2020,77655,3152,11.26003122,8.055792451,0.01228297,0.002223282,41.235,94.97,102.96,-2.533333333,6.295454545,63.8,-22.43333333,0.914893617,3.684210526,276,40019,78,58799,6474,524.9211806,13839.28914,57,2.6
03-11-2020,78705,3166,11.27346196,8.06022424,0.013430747,0.004431789,34.465,70.49,79.45,-4.022222222,3.302325581,51.75,-33.23333333,-3.638297872,3.857142857,294,44151,82,59424,6821,408.9449542,12469.11477,68,5.5
04-11-2020,79692,3182,11.28592448,8.065265209,0.012462519,0.005040968,40.17,78.79,91.37,-11.97777778,-1.108695652,6.736842105,-37.66666667,-22.86538462,9.170212766,278,38769,54,60160,7120,502.5234899,13500.57979,74,10.7
05-11-2020,80690,3195,11.29836993,8.069342367,0.012445448,0.004077158,41.46,83.585,97.82,-11.30434783,0.52173913,0,-36.73333333,-21.61538462,8.808510638,295,28652,78,60839,7286,495.6587219,16352.96564,64,15.3
06-11-2020,81693,3209,11.3107236,8.073714641,0.012353667,0.004372274,41.845,88.24,101.055,-7.173913043,4.434782609,32.8,-34.93333333,-20.88461538,8.255319149,312,23945,75,61530,7418,519.6042284,17103.22763,60,15
07-11-2020,82825,3220,11.32448523,8.077136639,0.013761629,0.003421997,41.895,85.625,102.79,-6.282608696,5.217391304,8.142857143,-36.9,-20.13461538,8.446808511,312,30010,71,62303,7474,507.3290547,13472.22073,67,15.2
08-11-2020,84153,3233,11.34039185,8.081165778,0.015906622,0.004029139,44.65,95.3,116.44,-6.70212766,3.565217391,11.57692308,-36.03333333,-18.80769231,8.531914894,322,35621,77,63123,7578,470.6424463,14518.28133,58,13.2
09-11-2020,85395,3245,11.35504283,8.084870629,0.01465098,0.003704851,40.035,96.49,100.59,-3.02173913,10.79545455,46.0952381,-20,1.127659574,3.263157895,314,41008,75,63919,7669,436.8393297,16366.99835,59,13.2
10-11-2020,86783,3260,11.37116603,8.089482474,0.016123199,0.004611845,33.21,61.37,69.925,-13.06818182,-0.953488372,-15.65384615,-39.4,-8.595744681,5.057142857,320,41920,73,64717,7877,456.6513849,14790.32353,56,16.1
11-11-2020,88209,3275,11.38746428,8.094073148,0.016298249,0.004590674,40.37,77.445,88.545,-13.48888889,-4.043478261,-6.05,-40,-23.69230769,9.255319149,650,37133,72,65581,7981,591.6616067,12872.50466,89,11.9
12-11-2020,89784,3293,11.40516206,8.099554282,0.017697787,0.005481134,41.94,81.49,90.61,-12.5,-1.152173913,5.227272727,-38.23333333,-22.17307692,8.914893617,328,27908,75,66407,8096,611.0055699,12306.23575,70,6.8
13-11-2020,91180,3312,11.42059085,8.105307516,0.015428789,0.005753233,42.73,88.735,93.28,-11.45652174,-2.326086957,40.72222222,-36.63333333,-21.61538462,8.723404255,357,25279,73,67244,8295,474.532861,13457.3707,76,6.2
14-11-2020,92761,3332,11.43778157,8.111328003,0.017190718,0.006020488,42.885,92.085,97.07,-9.466666667,0.630434783,35.8,-37.1,-20.19230769,8.574468085,367,28567,75,68189,8321,651.210176,14187.29413,61,3.9
15-11-2020,94009,3361,11.4511458,8.119993828,0.01336423,0.008665824,47.895,105.925,112.02,-11.72340426,-5.195652174,46.76190476,-37.8,-19.69230769,9.021276596,381,35754,86,69137,8358,533.7115172,14000.66015,52,8.2
16-11-2020,95496,3371,11.46683964,8.122964715,0.015693839,0.002970888,45.82,109.85,103.925,-0.97826087,1.909090909,109.75,-21.2,1.70212766,3.105263158,380,41268,86,70086,8398,468.2756819,14536.69004,65,2.6
17-11-2020,96745,3383,11.47983393,8.126518169,0.012994289,0.003553454,39.695,89.26,81.1,1.444444444,3.860465116,128,-30.9,-2.829787234,2.685714286,384,48165,88,70938,8667,661.4728609,13212.78914,66,-1.2
18-11-2020,98162,3415,11.49437445,8.135932772,0.014540524,0.009414603,44.295,94.015,91.57,-8.956521739,-0.97826087,57.11111111,-37.53333333,-22.19230769,8.382978723,374,28577,88,71815,9105,484.7747025,15433.16621,68,-2.4
19-11-2020,99372,3443,11.50662566,8.144098463,0.012251209,0.008165691,44.21,96.75,95.885,-5.847826087,1.804347826,58.52631579,-36.13333333,-21.03846154,8.085106383,367,28401,84,72636,9514,577.9969523,13397.87126,71,8.3
20-11-2020,100790,3451,11.52079442,8.146419323,0.014168761,0.00232086,42.985,90.78,97.19,-8.022222222,0.326086957,30.52380952,-38.93333333,-27.28846154,10.29787234,422,29125,82,73417,10106,494.0845374,15296.64922,85,12
21-11-2020,102378,3472,11.53642712,8.152486076,0.015632701,0.006066753,41.875,85.985,91.85,-7.913043478,1.086956522,22.40909091,-38.33333333,-20.76923077,9.127659574,424,36707,88,74303,10631,588.9279559,14936.27296,80,3.2
22-11-2020,103912,3486,11.55129967,8.156510226,0.014872541,0.00402415,46.15,97.485,106.455,-10.23404255,-3.739130435,6.24137931,-38.83333333,-20.55769231,10.4893617,431,39559,98,75220,11271,587.8573211,15603.2793,81,0.5
23-11-2020,105501,3505,11.56647571,8.161945799,0.015176044,0.005435573,41.215,94,95.315,-2.608695652,4.068181818,42.22727273,-26.3,-1.191489362,4.578947368,452,40509,106,76238,11630,537.169774,14369.57091,100,-0.4
24-11-2020,106510,3519,11.57599416,8.165932137,0.009518446,0.003986338,33.28,60.25,65.365,-15.04545455,-6.744186047,-23.43333333,-42.53333333,-9.595744681,6.085714286,502,44837,107,77241,12188,484.4869385,13899.99848,89,0.2
25-11-2020,107883,3554,11.58880259,8.175829009,0.012808429,0.009896871,39.445,76.08,84.485,-11.17777778,-4.152173913,-6.952380952,-40.93333333,-23.80769231,9.382978723,479,0,118,78303,12345,598.8046283,14078.96988,72,4.8
26-11-2020,109361,3575,11.60240962,8.181720455,0.01360703,0.005891446,39.9,77.655,87.43,-12.7173913,-4.456521739,-9.583333333,-40.46666667,-21.96153846,9.85106383,500,75557,125,79295,12830,464.2983439,16642.45726,80,9.3
27-11-2020,111216,3595,11.61922954,8.18729927,0.01681992,0.005578815,39.84,78.3,87.235,-11.95652174,-2.934782609,-7.583333333,-38.8,-21.53846154,10.04255319,529,26468,127,80430,12830,566.3786095,14978.95253,98,6.4
28-11-2020,113038,3624,11.63547932,8.195333667,0.016249789,0.008034397,41.725,82.535,92.52,-8.217391304,1.347826087,9.909090909,-37.23333333,-19.96153846,9.489361702,535,33440,127,81925,12822,524.9573274,13530.58965,87,4.4
29-11-2020,114746,3648,11.65047627,8.201934351,0.014996945,0.006600684,46.175,104.37,109.46,-7.787234043,-2.456521739,21.85185185,-38.03333333,-19.88461538,9.914893617,526,41838,146,83301,12628,474.9575421,13301.67129,84,5.8
30-11-2020,116492,3656,11.66557788,8.204124933,0.015101611,0.002190581,40.745,90.21,97.03,-2.02173913,7.227272727,19.68,-25.56666667,-0.625,4.894736842,518,48173,142,84716,12623,544.5654823,12083.01042,92,2.3
01-12-2020,118199,3663,11.68012492,8.206037763,0.014547044,0.00191283,35.53,64.115,66.42,-15.61363636,-4.255813953,-17.92857143,-40.46666667,-9.170212766,6.514285714,513,46671,146,86079,12827,550.8342553,16537.59646,82,-1.2
02-12-2020,119922,3698,11.69459681,8.215547412,0.014471887,0.009509649,37.76,80.93,82.44,-13.84782609,-3.695652174,-12.68181818,-41.46666667,-23.67307692,10.4893617,484,46389,147,87508,12912,555.5411894,14474.20581,76,1.2
03-12-2020,121746,3712,11.70969219,8.219326094,0.015095376,0.003778682,37.205,76.92,85.975,-10.86956522,-0.956521739,-12.58333333,-40.16666667,-21.84615385,9.914893617,507,37471,156,88992,13004,533.2485122,12745.58113,79,1.3
04-12-2020,123526,3737,11.72420694,8.226038429,0.014514753,0.006712336,38.03,83.6,85.57,-13.60869565,-5,-15.84615385,-40.7,-22.32692308,10.95744681,534,27053,159,90074,12917,640.3397193,13415.8851,71,1.6
05-12-2020,125385,3757,11.73914428,8.231376046,0.014937344,0.005337616,38.61,85.69,93.075,-4.391304348,5.543478261,-5.041666667,-39.36666667,-20.88461538,9.829787234,523,36076,159,91550,12779,439.2621318,14562.13681,89,-1.4
06-12-2020,127309,3772,11.75437248,8.235360644,0.015228198,0.003984598,42.95,99.395,106.03,-8.595744681,-1.586956522,-1.172413793,-40.3,-20.71153846,10.59574468,556,47576,151,92915,12871,564.637562,13479.29122,63,-2.8
07-12-2020,129234,3798,11.76937999,8.242229891,0.015007512,0.006869248,37.715,91.205,93.425,-1.086956522,8.113636364,30.4,-27.73333333,-0.361702128,5.078947368,542,58037,151,94366,13255,526.0220908,14405.00018,56,-2.7
08-12-2020,130910,3808,11.78226534,8.244859396,0.01288535,0.002629505,34.065,73.075,72.325,-2.75,6.162790698,38.79166667,-37.5,-5.510638298,4.771428571,595,55086,155,95876,13538,565.5288368,12095.85752,63,-2.4
09-12-2020,132800,3836,11.79659952,8.252185436,0.014334173,0.00732604,37.16,79.695,84.9,-10.31111111,0.782608696,-28.90909091,-43.5,-23.25,10.42553191,586,53759,156,97319,13779,542.170575,12404.02242,67,2.3
10-12-2020,134783,3871,11.81142136,8.261268151,0.014821841,0.009082715,37.88,81.085,84.92,-20.62222222,-7.717391304,-23,-44.83333333,-26.78846154,12.59574468,618,39606,168,98639,14197,594.5666098,14635.5822,59,3.4
11-12-2020,136631,3916,11.82503914,8.272826004,0.013617784,0.011557853,37.25,82.88,88.395,-11.76086957,1.282608696,-6.36,-41.03333333,-21.90384615,10.61702128,645,34640,185,100012,14524,871.6919605,13849.82811,68,5.1
12-12-2020,138504,3933,11.83865449,8.277157772,0.013615345,0.004331769,38.175,84.965,91.67,-8.195652174,5.195652174,-4.458333333,-41.33333333,-20.09615385,10.14893617,656,44226,183,101698,14526,783.5049927,16767.64555,72,6.3
13-12-2020,140181,3949,11.85068972,8.281217661,0.012035239,0.004059889,39.645,91.465,101.54,-13.9787234,-3.553191489,-14,-43.7,-19.55769231,11.46808511,666,52873,195,103239,14795,775.6069552,14855.54278,67,2.3
14-12-2020,142121,3972,11.86443409,8.287025025,0.013744363,0.005807364,38.245,86.21,94.385,-5.326086957,6.954545455,5.76,-30.8,-1.234042553,5.736842105,674,56001,207,104792,14997,761.0243625,15196.44223,73,-0.4
15-12-2020,144396,3992,11.8803148,8.292047637,0.015880718,0.005022612,32.61,69.62,70.555,-9.555555556,3.162790698,8.166666667,-42.7,-7.170212766,5.657142857,709,59399,202,106416,15212,650.9422492,12944.3192,62,-5.1
16-12-2020,146535,4035,11.89501959,8.302761581,0.014704783,0.010713943,37.57,76.865,84.705,-11.15217391,0.739130435,-9.5,-43.26666667,-22.96153846,10,701,59251,204,107990,15547,708.8777787,14281.59751,60,-7.2
17-12-2020,148967,4058,11.91148008,8.30844552,0.016460497,0.00568394,36.82,80.51,88.24,-10.82608696,2.043478261,-7.347826087,-41.6,-20.59615385,9.765957447,725,45283,213,109402,16034,578.538333,13187.25761,68,-5.4
18-12-2020,151257,4098,11.92673566,8.318254329,0.015255572,0.009808808,35.99,83.605,89.83,-14.2173913,-1.086956522,-11.8,-42.43333333,-22,10.85106383,794,39198,219,110951,16151,780.1771224,12846.42532,72,-5.5
19-12-2020,153614,4125,11.94219824,8.324821299,0.015462586,0.00656697,37.09,83.745,93.66,-6.304347826,8.239130435,0.681818182,-40.16666667,-20.13461538,9.936170213,811,48546,221,112875,16089,845.3925003,11521.87608,78,0.3
20-12-2020,155930,4150,11.95716247,8.330863613,0.014964226,0.006042314,39.66,95.165,106.76,-8.446808511,3.304347826,3.928571429,-42.4,-19.09615385,10.63829787,829,61809,228,114679,16233,581.5794338,12754.13484,70,2.3
21-12-2020,158053,4167,11.9706857,8.334951631,0.013523231,0.004088018,34.115,78.55,86.655,-10.76086957,5.659090909,-14.74074074,-34.46666667,-3.520833333,7.105263158,808,63051,235,116432,16283,782.0742794,13771.944,62,1.5
22-12-2020,160255,4188,11.98452158,8.339978572,0.013835877,0.005026941,30.48,66.95,70.595,-8.533333333,4.604651163,1,-41.9,-7.425531915,6.057142857,855,65260,237,118350,16221,684.0341857,13310.35077,64,1
23-12-2020,162663,4229,11.99943585,8.349720837,0.014914279,0.009742265,35.95,77.885,86.18,-11.56521739,3.347826087,-10.52173913,-43.83333333,-23.46153846,10.55319149,813,58190,253,120028,16204,774.9451488,10972.03174,65,3.4
24-12-2020,165110,4278,12.0143672,8.36124089,0.014931342,0.011520052,33.99,76.425,89.89,-8.260869565,6,-13.7826087,-40.96666667,-22.53846154,10.34042553,857,57091,244,121563,16586,757.3460611,15242.68626,59,3.4
25-12-2020,165110,4278,12.0143672,8.36124089,0,0,34.26,76.21,90.855,-9.304347826,4.652173913,-22.22222222,-42,-22.23076923,11.31914894,921,39566,249,123373,17031,694.9875047,11331.37211,64,-2.9
26-12-2020,169411,4359,12.04008299,8.379997952,0.025715797,0.018757063,36.22,83.55,97.165,-5.822222222,11.69565217,-13.07692308,-40.83333333,-21.46153846,11.0212766,932,49189,256,125416,17084,791.0122783,13710.68424,72,-4
27-12-2020,171416,4377,12.05184863,8.384118837,0.011765636,0.004120885,38.37,94.69,111.13,-9.893617021,4.673913043,-6.24137931,-42.4,-20.11538462,11.61702128,919,58178,263,127425,17484,806.7312971,13672.53907,84,-0.6
28-12-2020,171416,4377,12.05184863,8.384118837,0,0,33.835,81.59,93.665,-7.043478261,11.34090909,2.6,-25.2,-2.708333333,6.289473684,877,68246,261,129417,17742,686.4396359,15931.16211,85,0.4
29-12-2020,175908,4455,12.07771641,8.40178234,0.02586778,0.017663503,30.595,68.47,73.5,-7.866666667,8.325581395,2.518518519,-38.73333333,-6.85106383,6.142857143,895,67207,256,131282,18207,751.3522987,16563.05814,74,-3.4
30-12-2020,178831,4474,12.0941965,8.406038142,0.016480095,0.004255802,35.125,90.38,98.795,7.155555556,32.19565217,4.3,-39.9,-34.21153846,11.10638298,875,69412,261,133213,18567,736.0920979,14414.49293,80,0.7
31-12-2020,182159,4530,12.11263521,8.418477218,0.018438706,0.012439076,36.335,90.545,105.375,11.15555556,40.39130435,6.636363636,-36.76666667,-34.94230769,10.82978723,915,54505,265,134867,19019,674.6916646,12266.96604,100,-0.8
