date,totcases,totdeaths,logtot,logdet,logdiff,logddiff_det,transit,walking,driving,recreation,essentials,parks,station_transit,workplace,resedential,TotalHospitalized,DailyTested,TotalICU,TotalRecovered,TotalActive,quebec,quebec-us,Coronavirus,Mean Temp
01-03-2020,1,0,0,#NAME?,,,123.91,144.905,129.805,0,-2.362318841,0.12,0.347826087,1.368421053,0.692307692,,0,,0,0,2293.059609,5793.970205,94,-9.6
02-03-2020,1,0,0,#NAME?,0,,104.335,148.165,116.23,6.446428571,2.898305085,37.15384615,4.631578947,3.261904762,-0.571428571,,0,,0,0,2376.722544,6160.991824,70,-1.5
03-03-2020,1,0,0,#NAME?,0,,83.045,98.845,88.17,13.63043478,11.28571429,55.95652174,5.777777778,4.628571429,-1.444444444,,0,,0,0,2865.711385,5832.6157,100,2.7
04-03-2020,1,0,0,#NAME?,0,,98.02,104.19,99.11,2.113636364,1.083333333,23.52941176,-0.714285714,3.474358974,-0.074074074,,0,,0,1,2379.154317,7603.727083,89,1.6
05-03-2020,2,0,0.693147181,#NAME?,0.693147181,,101.3,110.67,105.355,3.638297872,4.1,5.833333333,-0.428571429,3.3375,-0.018518519,,0,,0,1,911.3637084,5654.394009,12,0
06-03-2020,3,0,1.098612289,#NAME?,0.405465108,,101.065,104.375,102.595,1.632653061,5.016666667,-7.791666667,-2.142857143,2,0.537037037,,0,,0,1,1047.043516,4756.79543,13,-2.9
07-03-2020,3,0,1.098612289,#NAME?,0,,104.725,100.725,97.9,-26.62745098,-20.890625,-33.54545455,-16.95454545,-14.95121951,8.918367347,,0,,0,1,1130.173139,5337.156426,12,-5.2
08-03-2020,4,0,1.386294361,#NAME?,0.287682072,,119.31,134.36,127.355,-1.392857143,-0.027777778,-12.40740741,6.454545455,1.092105263,0.942307692,,0,,0,1,959.9870246,5776.78817,11,1.6
09-03-2020,5,0,1.609437912,#NAME?,0.223143551,,110.295,149.365,112.825,6.339285714,6.883333333,5.655172414,3.8,3.975609756,-0.523809524,,0,,0,1,800.1225933,5060.49857,15,5.4
10-03-2020,5,0,1.609437912,#NAME?,0,,88.56,100.73,90.205,16.19148936,13.06122449,31.2173913,3.666666667,4.571428571,-2,,0,,0,1,853.7443041,4495.914975,16,1.7
11-03-2020,8,0,2.079441542,#NAME?,0.470003629,,104.325,110.73,104.91,9.488372093,5.133333333,2.166666667,-7.571428571,-13.61445783,2.46,,0,,0,2,844.3269767,5205.169111,16,-3.3
12-03-2020,17,0,2.833213344,#NAME?,0.753771802,,108.655,121.925,109.955,13.72727273,7.016949153,15.9375,-7.761904762,-13.5060241,1.788461538,,0,,0,3,877.0250555,5291.175954,18,-0.7
13-03-2020,17,0,2.833213344,#NAME?,0,,109.965,121.06,110.055,8.354166667,1.55,-4.590909091,-11.13636364,-15.03614458,2.846153846,,0,,0,3,930.1016044,5929.99506,23,4.6
14-03-2020,24,0,3.17805383,#NAME?,0.344840486,,115.4,138.64,118.47,14.1372549,5.333333333,24.17647059,-5.681818182,-14.19512195,1.673076923,,0,,0,4,817.2412541,4729.377966,27,1.4
15-03-2020,39,0,3.663561646,#NAME?,0.485507816,,111.955,137.23,118.095,2.053571429,-5.115942029,-3.875,-9.545454545,-14.8875,3.244897959,,0,,0,5,985.6075437,5041.91259,42,-4.6
16-03-2020,50,0,3.912023005,#NAME?,0.248461359,,100.155,139.195,107.87,6.351851852,0.661016949,32.34615385,1.157894737,2.585365854,-0.619047619,,0,,0,5,961.8365335,5643.248356,98,-4
17-03-2020,74,0,4.304065093,#NAME?,0.392042088,,84.83,101.935,86.26,11.02083333,6.367346939,18.23076923,-0.222222222,2.805555556,-1,,0,,0,8,793.7754795,4367.286854,100,3.1
18-03-2020,94,1,4.543294782,0,0.239229689,inf,100.995,108.78,98.17,1.909090909,-2.133333333,7,-3.636363636,-0.620253165,1.203703704,,0,,0,17,944.8591432,4290.649831,78,0
19-03-2020,121,1,4.795790546,0,0.252495763,0,101.095,106.655,103.865,-8.893617021,-9.816666667,-28.82608696,-10.59090909,-4.074074074,4.094339623,,0,,0,17,944.2851889,4655.71703,81,4.1
20-03-2020,139,1,4.934473933,0,0.138683388,0,98.975,115.375,105.6,3.551020408,1.466666667,-9.869565217,-3.238095238,2.679012346,0.481481481,,0,,0,24,837.9892069,5390.578016,86,7
21-03-2020,181,4,5.198497031,1.386294361,0.264023098,1.386294361,89.9,111.245,102.34,9.823529412,21.83076923,-5.526315789,-2.818181818,3.6125,-0.6,,0,,0,39,869.5595438,4929.775112,81,-4.7
22-03-2020,219,4,5.38907173,1.386294361,0.190574699,0,76.925,100.77,92.055,-12.89285714,20.65714286,-40.89285714,-23.33333333,-10.16455696,7.604166667,,6202,,0,50,733.6428468,5726.790301,77,-5
23-03-2020,628,4,6.442540166,1.386294361,1.053468437,0,65.825,99.955,78.855,-14.84313725,6.533333333,-15.0625,-18.89473684,0.093023256,5.2,,1599,,0,74,935.0180012,5309.446237,71,-2.6
24-03-2020,1040,4,6.946975992,1.386294361,0.504435826,0,52.14,69.16,59.945,-14.70454545,5.755102041,1.703703704,-21.11111111,-3.861111111,4.411764706,,1133,,1,92,872.3174155,5298.118257,63,2.6
25-03-2020,1339,6,7.199678346,1.791759469,0.252702354,0.405465108,50.23,69.425,67.92,-19.19047619,5.13559322,-1.631578947,-37.22727273,-21.68674699,9,,1517,,1,119,686.5969045,4374.427319,65,3
26-03-2020,1629,8,7.395721609,2.079441542,0.196043263,0.287682072,39.27,55.065,58.18,-35.76744186,-4.216666667,-33.13043478,-47.68181818,-28.37349398,13.47916667,,0,,1,137,872.3891585,4975.447323,64,7.1
27-03-2020,2021,18,7.611347717,2.890371758,0.215626109,0.810930216,37.045,58.945,57.01,-33.42222222,4.183333333,-1.684210526,-46.13636364,-31.26190476,13.875,,484,,1,176,946.4280302,4780.33665,63,3.5
28-03-2020,2498,22,7.823245691,3.091042453,0.211897973,0.200670695,32.65,54.505,55.43,-37.82352941,1.044776119,-2.263157895,-46.52173913,-33.75294118,15.60416667,,1133,,1,214,903.0391417,5442.820412,56,3.2
29-03-2020,2840,22,7.951559331,3.091042453,0.12831364,0,31.04,48.93,54.185,-49.03571429,-13.33802817,-44.51851852,-53.375,-35.76470588,19.76923077,,1659,,1,623,1028.82623,5148.455373,53,4.9
30-03-2020,3430,25,8.14031554,3.218875825,0.188756209,0.127833372,27.63,45.32,42.17,-52.77358491,-18.11864407,-20.77419355,-40.95238095,-28.84782609,14.29411765,,2036,,1,1035,715.4606349,5173.27548,48,5
31-03-2020,4162,31,8.333751007,3.433987204,0.193435467,0.21511138,24.43,39.555,34.27,-53,-22.75,-12.4137931,-44.42105263,-30.06976744,10.93333333,,15208,,1,1332,840.3875729,5366.334339,52,3.8
01-04-2020,4611,33,8.436200032,3.496507561,0.102449025,0.062520357,24.75,41.19,45.335,-39.58536585,-11.85,-42.81818182,-56.13043478,-38.73809524,16.30952381,,5134,,1,1620,823.6731191,5067.815227,48,2.6
02-04-2020,5518,36,8.615770755,3.583518938,0.179570723,0.087011377,22.245,44.94,42.585,-48.02272727,-18.96774194,-17.38888889,-56.30434783,-46.46067416,20,,5487,,29,1974,873.5395488,5309.339201,45,3.9
03-04-2020,6101,61,8.716207971,4.110873864,0.100437216,0.527354926,20.9,43.935,36.485,-58.08163265,-26.08474576,-22.08695652,-61.13043478,-56.8,24.74193548,,11252,,29,2447,762.0654066,5721.787552,39,6.8
04-04-2020,6997,75,8.853236765,4.317488114,0.137028794,0.206614249,19.785,40.59,36.24,-58.23076923,-23.6557377,-35,-63.73913043,-57.61111111,26.06451613,,5673,,84,2734,807.5224762,5345.294091,38,7.4
05-04-2020,7944,94,8.980172206,4.543294782,0.126935441,0.225806669,20.25,50.19,40.585,-61.17857143,-28.55555556,-16.2,-59.08695652,-56.96551724,27.14285714,,7398,,84,3321,102.5008884,1788.948526,63,6.5
06-04-2020,8580,121,9.057189192,4.795790546,0.077016987,0.252495763,18.84,41.995,32.91,-63.71698113,-34.46153846,-22.06060606,-49.65,-42.77083333,17,,7226,,84,4047,116.1080732,1528.965309,65,5.6
07-04-2020,9340,150,9.142061531,5.010635294,0.084872339,0.214844748,16.01,24.785,25.125,-69.0212766,-45.6,-67.60714286,-65.2,-43.11363636,14.54545455,,2322,,155,4423,108.846334,1518.90529,85,6.1
08-04-2020,10031,175,9.213435577,5.164785974,0.071374046,0.15415068,19.385,32.455,33.285,-57.40909091,-34.25925926,-51.59090909,-69.30434783,-58.70454545,24.37931034,,3950,,224,5258,98.92132245,1536.372463,100,4.6
09-04-2020,10912,213,9.29761838,5.361292166,0.084182803,0.196506192,20.56,45.915,36.85,-52.06666667,-23.78947368,1.055555556,-61.91304348,-58.42222222,24.03225806,,8390,,306,5734,109.8558255,1961.117744,98,3.4
10-04-2020,11677,241,9.365376374,5.484796933,0.067757994,0.123504768,19.325,40.545,36.24,-53.58333333,-24.9137931,-31.8,-64.08695652,-58.85555556,25.48387097,,6303,,437,6485,126.5991083,1849.746006,73,4
11-04-2020,12292,289,9.416703923,5.666426688,0.051327549,0.181629755,18.73,36.62,34.355,-58.84313725,-28.40983607,-49.56521739,-70.43478261,-59.50561798,27.62068966,,4677,,464,7386,122.0848401,1626.35557,90,3.2
12-04-2020,12846,328,9.460787758,5.793013608,0.044083835,0.12658692,19.37,41.99,37.4,-62.03571429,-30.9375,-49.20689655,-67.20833333,-58.85057471,29.35714286,,4272,,611,7848,116.2319646,1914.721541,79,6.8
13-04-2020,13557,360,9.514658298,5.886104031,0.05387054,0.093090423,17.65,48.905,32.65,-61.39622642,-31.66037736,-23.79411765,-45.63157895,-43.875,17.28571429,,3943,,720,8470,105.2166034,1849.644875,76,10.1
14-04-2020,14248,435,9.564371825,6.075346031,0.049713527,0.189242,15.775,32.075,24.39,-83.58536585,-81.41860465,-47.72413793,-66.52631579,-50.66666667,15.9,,5109,,827,9029,119.8037483,1858.976963,70,4.9
15-04-2020,14860,487,9.606428318,6.188264123,0.042056493,0.112918092,18.985,45.105,35.27,-47.13953488,-22.5,-4,-62.43478261,-57.85227273,23.19354839,679,4538,196,827,9872,112.9077543,1500.865062,56,2.2
16-04-2020,15857,630,9.671366322,6.445719819,0.064938004,0.257455696,18.145,47.325,35.63,-52.75555556,-25.36363636,-3.055555556,-62.69565217,-59,24.67741935,733,4293,186,1341,10095,128.0979097,1485.056112,43,1.1
17-04-2020,16798,688,9.729015111,6.533788838,0.057648788,0.088069019,18.39,44.33,36.31,-52.9375,-25.46428571,-23.69565217,-63.13043478,-59.3956044,25.61290323,778,4677,211,1563,10440,100.5592825,1536.825627,68,1.4
18-04-2020,17521,805,9.77115544,6.690842277,0.04214033,0.157053439,16.55,37.585,36.64,-55.2745098,-23.37704918,-57.48,-68.69565217,-59.98888889,27.73333333,824,3406,217,1745,10773,90.23924216,1584.295961,73,3.4
19-04-2020,18357,877,9.817766252,6.776506992,0.046610812,0.085664715,17.53,39.75,36.375,-62.4,-29.81967213,-50.96296296,-71.375,-70.19101124,33.17391304,879,5194,226,1982,11215,108.2553188,1518.663961,67,6.1
20-04-2020,19319,939,9.868844347,6.844815479,0.051078094,0.068308487,16.63,40.695,33.735,-61.05769231,-29.39622642,-42.69444444,-51.63157895,-46.08333333,18.91666667,936,5630,230,2146,11667,140.4767704,1939.569457,65,1.3
21-04-2020,20126,1041,9.90976779,6.947937069,0.040923444,0.103121589,15.71,39.995,27.105,-80.15555556,-77.62790698,-14.57692308,-53.47058824,-52.53333333,14.875,984,5934,218,2491,11882,112.8715913,1572.850405,63,3.8
22-04-2020,20965,1134,9.95060966,7.033506484,0.040841869,0.085569416,18.89,30.295,29.85,-60.65909091,-43.17021277,-62.81818182,-76.40909091,-74.88043478,30.45454545,1018,5731,209,2841,12386,127.1537321,1588.414936,70,-1.6
23-04-2020,21838,1243,9.991406851,7.125283092,0.040797191,0.091776607,19.645,43.51,38.595,-48.88888889,-23.16071429,-26.7,-62.91304348,-56.85393258,24.90625,1076,5047,207,3068,13042,129.3602526,1784.349723,67,1.5
24-04-2020,22616,1340,10.0264129,7.200424893,0.035006049,0.075141801,19.57,42.525,40.6,-49.40425532,-24.82142857,-31.8,-63.30434783,-56.07865169,25.4375,1130,5178,258,3315,13401,124.4837236,1261.529474,57,3.5
25-04-2020,23267,1446,10.05479133,7.276556403,0.028378427,0.07613151,19.19,44.13,42.085,-51.66666667,-26.17241379,-28.60869565,-63,-55.65555556,26.21875,1102,4718,183,3555,13925,109.4809021,1687.519473,40,7.5
26-04-2020,24107,1515,10.09025753,7.323170718,0.035466207,0.046614315,19.595,47.84,45.44,-55.6,-30.07936508,-36.82142857,-63.04166667,-54.66666667,28.06896552,1169,4319,198,3847,14533,103.9689711,1771.749797,30,8.8
27-04-2020,24982,1599,10.12591084,7.377133713,0.035653311,0.053962995,19.065,49.905,38.925,-54.92307692,-28.17647059,-13.4516129,-43.7,-37.19148936,16.9375,1224,3718,201,4048,15037,124.8255112,1473.742487,58,8.2
28-04-2020,25757,1682,10.15646171,7.427738841,0.030550869,0.050605128,17.38,34.81,30.32,-80.70731707,-79.27906977,-46.46428571,-64.73684211,-46.54545455,15.8,1278,6397,199,4291,15540,104.5094902,1802.174288,58,9
29-04-2020,26594,1761,10.18844091,7.473637108,0.031979192,0.045898268,21.115,49.53,45.515,-35.3902439,-15.44827586,8.0625,-56.81818182,-50.70454545,20.57142857,1411,5104,207,4484,16111,97.79551928,1572.437736,64,10.7
30-04-2020,27538,1859,10.22332215,7.527793988,0.034881243,0.054156879,20.7,39.07,43.33,-46.93023256,-25.43636364,-42.18181818,-64.47826087,-51.29213483,23.51428571,1460,2417,227,4724,16552,141.1388581,1492.694388,57,10.1
01-05-2020,28648,2022,10.26283891,7.6118424,0.039516764,0.084048412,21.31,41.485,44.59,-50.80851064,-29.0754717,-47,-65.26086957,-52.47777778,24.44117647,1509,4967,217,5057,16764,100.6760522,1590.801182,35,12.2
02-05-2020,29656,2136,10.29741974,7.6666902,0.034580833,0.0548478,20.94,48.635,49.13,-46.70588235,-21.86206897,-7.45,-59.60869565,-51.19101124,23.82352941,1518,5012,215,5342,17250,101.0535996,1561.860344,27,11.1
03-05-2020,31865,2205,10.36926351,7.698482788,0.071843763,0.031792588,21.71,55.795,53.355,-49.49090909,-26.35483871,-5.8,-56.56521739,-50.38372093,24.75757576,1541,1785,210,5517,17866,112.9115108,1797.982,27,15.1
04-05-2020,32623,2280,10.39277284,7.731930722,0.023509332,0.033447934,21.365,59.39,45.26,-47.70588235,-23.05660377,15.42307692,-33.65,-33.38297872,15.11764706,1625,4300,217,5841,18234,116.556249,1381.460038,21,8
05-05-2020,33417,2398,10.41682003,7.782390336,0.024047191,0.050459614,19.23,40.105,35.98,-73.68888889,-74.18181818,-18.25925926,-52.16666667,-41.84444444,14,1648,4507,222,6048,18785,100.5777816,1720.577507,80,7.1
06-05-2020,34327,2510,10.4436875,7.828038032,0.026867464,0.045647697,24.175,47.2,49.16,-33.43902439,-14.68965517,-10.33333333,-58.86363636,-48.13953488,19.80555556,1684,5068,214,6299,19380,126.6586871,1659.304174,89,9.5
07-05-2020,35238,2631,10.46988032,7.875119281,0.026192829,0.047081249,23.88,56.74,52.43,-36.09302326,-16.48275862,27.5625,-52.17391304,-48.60674157,20.19444444,1716,5320,218,6700,19926,111.6012838,1547.297208,100,9.5
08-05-2020,36150,2725,10.49543223,7.910223707,0.025551903,0.035104426,24.695,59.045,55.91,-36.4,-17.48275862,27.75,-50.95652174,-48.65168539,20.16666667,1738,9326,222,6965,20555,119.5354165,1328.570533,81,3.2
09-05-2020,36986,2786,10.51829474,7.932362154,0.022862514,0.022138447,23.025,45.235,51.435,-46.2745098,-21.86440678,-43.91304348,-60.65217391,-48.8988764,23.58333333,1754,6112,218,7258,22402,114.2702556,1465.313566,82,3
10-05-2020,37721,2928,10.53797225,7.982074875,0.019677506,0.049712721,26.03,58.78,60.15,-45.67272727,-19.875,-17.46153846,-47.13043478,-47.69767442,24.18181818,1772,4369,218,7578,22765,128.3476326,1683.435333,74,6.3
11-05-2020,38469,3013,10.557608,8.010691539,0.019635754,0.028616664,25.635,71.76,54.63,-41,-15.60714286,32.25,-27.66666667,-30.13043478,13,1821,4189,218,7923,23096,92.6684018,1652.754409,74,5.3
12-05-2020,39225,3131,10.57706958,8.049107721,0.019461576,0.038416182,24.395,55.53,44.205,-68.64444444,-69.29545455,19.11111111,-46.22222222,-36.77777778,12.66666667,1840,11568,213,8284,23533,93.4935635,1518.015687,67,5.2
13-05-2020,39931,3220,10.59490824,8.077136639,0.017838666,0.028028917,28.525,56.125,58.325,-23.87804878,-7.298245614,-10.33333333,-52.31818182,-42.08235294,17.46341463,1836,9212,224,8673,23934,110.8164192,1518.998995,66,7.8
14-05-2020,40724,3351,10.61457288,8.117014088,0.019664635,0.039877449,29.58,61.04,61.18,-30.25581395,-11.13114754,9.823529412,-48.2173913,-42.40697674,18.34883721,1827,6776,207,8928,24497,122.0501403,1668.122574,78,10.8
15-05-2020,41420,3401,10.63151913,8.131824785,0.016946257,0.014810697,30.245,68.73,64.69,-27.66666667,-10.06779661,44.35294118,-41.95652174,-41.68965517,17.88636364,1835,10451,205,9268,24932,110.2396229,1628.537236,72,12.3
16-05-2020,42183,3483,10.64977258,8.15564927,0.01825344,0.023824485,27.405,63.495,63.545,-30.3,-12.5,31.66666667,-44.73913043,-41.96551724,18.72093023,1831,1653,199,9526,25267,100.3273081,1681.939402,71,14.1
17-05-2020,42920,3562,10.6670932,8.178077464,0.017320621,0.022428193,26.84,59.88,67.395,-37,-14.07352941,-9.653846154,-49.43478261,-40.91463415,21.30555556,1838,5974,193,9703,25753,112.1197846,1616.659264,72,14.7
18-05-2020,43627,3596,10.6834315,8.187577396,0.016338307,0.009499932,24.36,53.18,59.005,-35.02,-3.672413793,-25.6875,-34.55,-25.52173913,13.88235294,1841,1891,186,10056,26038,105.1152173,1369.895719,69,13.9
19-05-2020,44197,3647,10.69641219,8.201660191,0.012980689,0.014082795,23.25,48.1,50.02,-61.63043478,-63.04166667,-10.33333333,-44,-30.46511628,11.30769231,1876,5640,194,10470,26241,110.4005308,1479.01337,63,14.2
20-05-2020,44775,3718,10.70940523,8.220941168,0.012993034,0.019280977,27.62,62.77,59.005,-23.24390244,-6.271186441,25.1875,-46.18181818,-35.32142857,15.13333333,1834,6401,190,10829,26544,120.0966045,1877.346798,62,15.4
21-05-2020,45495,3800,10.72535771,8.242756346,0.015952482,0.021815177,21.42,48.77,50.02,-27.4047619,-8.847457627,25.64285714,-43.60869565,-36.23529412,16.15217391,1822,7939,191,11039,26980,106.5395582,1608.427156,75,17.8
22-05-2020,46141,3865,10.7394572,8.259716961,0.014099496,0.016960615,29.95,70.425,74.255,-25.32608696,-9.049180328,51.125,-40.7826087,-36.2,15.93617021,1763,8604,179,11458,27242,127.9346,1774.776986,68,19.7
23-05-2020,46838,3940,10.75445012,8.278936002,0.014992914,0.019219041,29.69,76.44,76.71,-26.48,-9.393939394,68.66666667,-40.60869565,-36.24418605,15.95833333,1766,8310,183,11754,27604,123.0410181,1753.054934,57,15.9
24-05-2020,47411,3984,10.76660955,8.290041619,0.01215943,0.011105616,27.65,64.745,80.755,-34.33333333,-12.14285714,-21.44444444,-50.29166667,-36.64634146,19.6,1771,7450,179,12045,27986,110.7405327,1554.06163,53,16.9
25-05-2020,47984,4069,10.7786229,8.311152548,0.012013353,0.021110929,28.79,75.415,73.415,-28.16,-3.181818182,39.30434783,-18.25,-21.02173913,10.41176471,1784,5870,180,12497,28053,116.8729402,1988.409927,46,19.9
26-05-2020,48598,4139,10.79133766,8.328209492,0.012714756,0.017056944,27.53,73.795,61.205,-54.78723404,-55.63829787,92.38888889,-24.84210526,-28.09090909,8.266666667,1516,5582,183,12822,28235,103.8048668,1876.744062,55,23.9
27-05-2020,49139,4228,10.8024083,8.349484347,0.011070639,0.021274855,30.735,73.555,68.52,-10.575,-0.785714286,131,-49.13636364,-69.4,21.42307692,1504,7488,176,13327,28368,107.6122928,1643.008282,46,28.2
28-05-2020,49702,4302,10.81380045,8.36683531,0.011392157,0.017350963,33.525,79.785,83.525,-15.09302326,1.033333333,61,-43.40909091,-33.61445783,13.66666667,1479,7456,171,13819,28457,110.6829188,1719.237216,46,25.8
29-05-2020,50232,4363,10.82440755,8.380915173,0.0106071,0.014079863,33.98,88.98,88.06,-13.18181818,2.383333333,92.71428571,-37.59090909,-33.67857143,13.5,1452,9192,167,14044,28854,88.30868258,1579.20241,50,24.7
30-05-2020,50651,4439,10.83271425,8.398184405,0.0083067,0.017269232,35.36,89.76,91.915,-17.91666667,-0.769230769,96.14285714,-40.09090909,-33.78571429,13.9375,1435,9241,170,14331,29096,105.8545612,1842.794756,48,15.9
31-05-2020,51059,4641,10.84073711,8.442685139,0.008022853,0.044500734,37.875,99.7,102.935,-22.90196078,-0.942857143,74.94117647,-37.54166667,-30.8902439,13.89130435,1425,9557,179,14654,29261,125.9616474,1572.344021,45,9
01-06-2020,51354,4661,10.84649811,8.446985296,0.005761003,0.004300157,34.865,88.205,84.055,-22.08,1.321428571,70.28571429,-20.25,-12.10869565,7.833333333,1403,6157,181,14999,29460,115.8656707,1751.036072,39,9.1
02-06-2020,51593,4713,10.85114128,8.458079927,0.004643174,0.011094631,34.09,79.615,72.67,-28.56818182,-17.63043478,104.0555556,-16.84210526,-12.73684211,4.941176471,1378,6284,184,15319,29592,118.753081,1715.31872,37,11
03-06-2020,51884,4794,10.85676574,8.475120415,0.005624453,0.017040488,39.17,84.295,91.79,-7.256410256,-1.913793103,57.23076923,-39.54545455,-31.43373494,11.625,1331,7076,178,15618,29782,117.095973,1808.455048,43,13.6
04-06-2020,52143,4885,10.86174522,8.493924564,0.004979487,0.018804149,40.13,93.675,97.405,-12.20930233,0.25,74.38461538,-39.52380952,-29.8313253,12.3125,1265,8661,172,15908,29961,106.3020265,1665.560172,39,18.8
05-06-2020,52398,4935,10.8666237,8.504107952,0.004878478,0.010183387,40.375,88.43,99.615,-14,2.310344828,60.93333333,-38.45454545,-30.30952381,12.8125,1197,11099,167,16070,30142,169.204625,1630.472842,100,22.7
06-06-2020,52624,4970,10.87092757,8.511175119,0.004303867,0.007067167,40.08,88.49,100.135,-17.47916667,-0.666666667,66.92857143,-39.90909091,-30.02439024,13.1875,1198,7904,171,16346,30072,151.8868453,2108.046601,91,19.6
07-06-2020,52849,4978,10.87519407,8.512783483,0.004266501,0.001608364,40.155,93.24,106.47,-24.09803922,-5.275362319,27.55,-38.875,-28.93902439,14.69565217,1185,7983,163,16597,30096,163.1853558,1688.388641,80,17.2
08-06-2020,53047,4984,10.87893359,8.51398806,0.003739522,0.001204578,38.785,85.03,91.64,-22.64,-4.178571429,43.43478261,-18,-5,8.315789474,1175,5535,161,16803,30077,190.6332314,1375.042745,87,17.1
09-06-2020,53185,5029,10.88153168,8.522976436,0.002598089,0.008988376,38.475,77.29,79.18,-23.81818182,-14.63265306,45.72,-23.73684211,-5.918918919,6.529411765,1141,6244,158,17098,29992,155.7523741,1970.034751,96,18.5
10-06-2020,53341,5081,10.88446055,8.533263372,0.002928865,0.010286935,42.475,86.82,99.585,-6.8,-1.440677966,50.41666667,-35.68181818,-25.6097561,10.10416667,1076,7000,146,17336,29922,158.5506339,1665.625987,80,20.8
11-06-2020,53485,5105,10.88715652,8.537975731,0.002695975,0.004712359,41.21,85.225,99.52,-13.23255814,-2.9,52.41666667,-36.9047619,-26.98780488,11.47916667,1030,7296,131,17764,29699,158.755322,1866.291884,89,21.9
12-06-2020,53666,5148,10.89053493,8.546363569,0.003378413,0.008387838,42.755,89.15,100.77,-15.15909091,-2.383333333,40.53333333,-36.13043478,-27.39285714,12.4375,981,6878,121,18412,29242,169.7680751,1802.64384,89,15.4
