OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU,TotalVaccinated,DailyVaccinated
101,QUEBEC,QC,0,2020/02/01 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
117,QUEBEC,QC,0,2020/02/02 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
132,QUEBEC,QC,0,2020/02/03 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
145,QUEBEC,QC,0,2020/02/04 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
160,QUEBEC,QC,0,2020/02/05 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
172,QUEBEC,QC,0,2020/02/06 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
185,QUEBEC,QC,0,2020/02/07 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
200,QUEBEC,QC,0,2020/02/08 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
213,QUEBEC,QC,0,2020/02/09 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
227,QUEBEC,QC,0,2020/02/10 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
243,QUEBEC,QC,0,2020/02/11 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
259,QUEBEC,QC,0,2020/02/12 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
270,QUEBEC,QC,0,2020/02/13 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
284,QUEBEC,QC,0,2020/02/14 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
298,QUEBEC,QC,0,2020/02/15 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
311,QUEBEC,QC,0,2020/02/16 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
326,QUEBEC,QC,0,2020/02/17 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
339,QUEBEC,QC,0,2020/02/18 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
353,QUEBEC,QC,0,2020/02/19 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
369,QUEBEC,QC,0,2020/02/20 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
381,QUEBEC,QC,0,2020/02/21 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
397,QUEBEC,QC,0,2020/02/22 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
411,QUEBEC,QC,0,2020/02/23 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
421,QUEBEC,QC,0,2020/02/24 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
435,QUEBEC,QC,0,2020/02/25 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
453,QUEBEC,QC,0,2020/02/26 12:00:00+00,0,0,0,0,0,0,0,0,0,,,,,,
467,QUEBEC,QC,1,2020/02/27 12:00:00+00,1,0,0,0,0,0,0,1,1,,,,,,
482,QUEBEC,QC,0,2020/02/28 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
496,QUEBEC,QC,0,2020/02/29 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
509,QUEBEC,QC,0,2020/03/01 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
524,QUEBEC,QC,0,2020/03/02 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
536,QUEBEC,QC,0,2020/03/03 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
549,QUEBEC,QC,0,2020/03/04 12:00:00+00,1,0,0,0,0,0,0,1,0,,,,,,
563,QUEBEC,QC,1,2020/03/05 12:00:00+00,2,0,0,0,0,0,0,2,1,,,,,,
579,QUEBEC,QC,1,2020/03/06 12:00:00+00,3,0,0,0,0,0,0,3,1,,,,,,
594,QUEBEC,QC,0,2020/03/07 12:00:00+00,3,0,0,0,0,0,0,3,0,,,,,,
616,QUEBEC,QC,1,2020/03/08 12:00:00+00,4,0,0,0,0,0,0,4,1,,,,,,
623,QUEBEC,QC,1,2020/03/09 12:00:00+00,5,0,0,0,0,0,0,5,1,,,,,,
633,QUEBEC,QC,0,2020/03/10 12:00:00+00,5,0,0,0,0,0,0,5,0,,,,,,
649,QUEBEC,QC,3,2020/03/11 12:00:00+00,8,0,0,0,0,0,0,8,3,,,,,,
662,QUEBEC,QC,9,2020/03/12 12:00:00+00,17,0,0,0,0,0,0,17,9,,,,,,
677,QUEBEC,QC,0,2020/03/13 12:00:00+00,17,0,0,0,0,0,0,17,0,,,,,,
692,QUEBEC,QC,7,2020/03/14 12:00:00+00,24,0,0,0,0,0,0,24,7,,,,,,
706,QUEBEC,QC,15,2020/03/15 12:00:00+00,39,0,0,0,0,0,0,39,15,,,,,,
719,QUEBEC,QC,11,2020/03/16 12:00:00+00,50,0,0,0,0,6202,6202,50,11,,,,,,
731,QUEBEC,QC,24,2020/03/17 12:00:00+00,74,0,0,0,0,7801,1599,74,24,,,,,,
747,QUEBEC,QC,20,2020/03/18 12:00:00+00,94,1,1,1,1,8934,1133,92,18,,,,,,
761,QUEBEC,QC,27,2020/03/19 12:00:00+00,121,1,0,1,0,10451,1517,119,27,,,,,,
775,QUEBEC,QC,18,2020/03/20 12:00:00+00,139,1,0,1,0,10451,0,137,18,,,,,,
790,QUEBEC,QC,42,2020/03/21 12:00:00+00,181,1,0,4,3,10935,484,176,39,,,,,,
803,QUEBEC,QC,38,2020/03/22 12:00:00+00,219,1,0,4,0,12068,1133,214,38,,,,,,
818,QUEBEC,QC,409,2020/03/23 12:00:00+00,628,1,0,4,0,13727,1659,623,409,,,,,,
830,QUEBEC,QC,412,2020/03/24 12:00:00+00,1040,1,0,4,0,15763,2036,1035,412,,,,,,
843,QUEBEC,QC,299,2020/03/25 12:00:00+00,1339,1,0,6,2,30971,15208,1332,297,,,,,,
858,QUEBEC,QC,290,2020/03/26 12:00:00+00,1629,1,0,8,2,36105,5134,1620,288,,,,,,
871,QUEBEC,QC,392,2020/03/27 12:00:00+00,2021,29,28,18,10,41592,5487,1974,354,,,,,,
885,QUEBEC,QC,477,2020/03/28 12:00:00+00,2498,29,0,22,4,52844,11252,2447,473,,,,,,
901,QUEBEC,QC,342,2020/03/29 12:00:00+00,2840,84,55,22,0,58517,5673,2734,287,,,,,,
914,QUEBEC,QC,590,2020/03/30 12:00:00+00,3430,84,0,25,3,65915,7398,3321,587,,,,,,
928,QUEBEC,QC,732,2020/03/31 12:00:00+00,4162,84,0,31,6,73141,7226,4047,726,,,,,,
941,QUEBEC,QC,449,2020/04/01 12:00:00+00,4611,155,71,33,2,75463,2322,4423,376,,,,,,
955,QUEBEC,QC,907,2020/04/02 12:00:00+00,5518,224,69,36,3,79413,3950,5258,835,,,,,,
971,QUEBEC,QC,583,2020/04/03 12:00:00+00,6101,306,82,61,25,87803,8390,5734,476,,,,,,
987,QUEBEC,QC,896,2020/04/04 12:00:00+00,6997,437,131,75,14,94106,6303,6485,751,,,,,,
998,QUEBEC,QC,947,2020/04/05 12:00:00+00,7944,464,27,94,19,98783,4677,7386,901,,,,,,
1011,QUEBEC,QC,636,2020/04/06 12:00:00+00,8580,611,147,121,27,103055,4272,7848,462,,,,,,
1023,QUEBEC,QC,760,2020/04/07 12:00:00+00,9340,720,109,150,29,106998,3943,8470,622,,,,,,
1039,QUEBEC,QC,691,2020/04/08 12:00:00+00,10031,827,107,175,25,112107,5109,9029,559,,,,,,
1061,QUEBEC,QC,881,2020/04/09 12:00:00+00,10912,827,0,213,38,116645,4538,9872,843,679,679,196,196,,
1103,QUEBEC,QC,765,2020/04/10 12:00:00+00,11677,1341,514,241,28,120938,4293,10095,223,733,54,186,-10,,
1117,QUEBEC,QC,615,2020/04/11 12:00:00+00,12292,1563,222,289,48,125615,4677,10440,345,778,45,211,25,,
1131,QUEBEC,QC,554,2020/04/12 12:00:00+00,12846,1745,182,328,39,129021,3406,10773,333,824,46,217,6,,
1159,QUEBEC,QC,711,2020/04/13 12:00:00+00,13557,1982,237,360,32,134215,5194,11215,442,879,55,226,9,,
1173,QUEBEC,QC,691,2020/04/14 12:00:00+00,14248,2146,164,435,75,139845,5630,11667,452,936,57,230,4,,
1268,QUEBEC,QC,612,2020/04/15 12:00:00+00,14860,2491,345,487,52,145779,5934,11882,215,984,48,218,-12,,
1283,QUEBEC,QC,997,2020/04/16 12:00:00+00,15857,2841,350,630,143,151510,5731,12386,504,1018,34,209,-9,,
1298,QUEBEC,QC,941,2020/04/17 12:00:00+00,16798,3068,227,688,58,156557,5047,13042,656,1076,58,207,-2,,
1313,QUEBEC,QC,723,2020/04/18 12:00:00+00,17521,3315,247,805,117,161735,5178,13401,359,1130,54,258,51,,
1328,QUEBEC,QC,836,2020/04/19 12:00:00+00,18357,3555,240,877,72,166453,4718,13925,524,1102,-28,183,-75,,
1358,QUEBEC,QC,962,2020/04/20 12:00:00+00,19319,3847,292,939,62,170772,4319,14533,608,1169,67,198,15,,
1373,QUEBEC,QC,807,2020/04/21 12:00:00+00,20126,4048,201,1041,102,174490,3718,15037,504,1224,55,201,3,,
1388,QUEBEC,QC,839,2020/04/22 12:00:00+00,20965,4291,243,1134,93,180887,6397,15540,503,1278,54,199,-2,,
1403,QUEBEC,QC,873,2020/04/23 12:00:00+00,21838,4484,193,1243,109,185991,5104,16111,571,1411,133,207,8,,
1418,QUEBEC,QC,778,2020/04/24 12:00:00+00,22616,4724,240,1340,97,188408,2417,16552,441,1460,49,227,20,,
1433,QUEBEC,QC,651,2020/04/25 12:00:00+00,23267,5057,333,1446,106,193375,4967,16764,212,1509,49,217,-10,,
1448,QUEBEC,QC,840,2020/04/26 12:00:00+00,24107,5342,285,1515,69,198387,5012,17250,486,1518,9,215,-2,,
1463,QUEBEC,QC,875,2020/04/27 12:00:00+00,24982,5517,175,1599,84,200172,1785,17866,616,1541,23,210,-5,,
1478,QUEBEC,QC,775,2020/04/28 12:00:00+00,25757,5841,324,1682,83,204472,4300,18234,368,1625,84,217,7,,
1493,QUEBEC,QC,837,2020/04/29 12:00:00+00,26594,6048,207,1761,79,208979,4507,18785,551,1648,23,222,5,,
1508,QUEBEC,QC,944,2020/04/30 12:00:00+00,27538,6299,251,1859,98,214047,5068,19380,595,1684,36,214,-8,,
1523,QUEBEC,QC,1110,2020/05/01 12:00:00+00,28648,6700,401,2022,163,219367,5320,19926,546,1716,32,218,4,,
1538,QUEBEC,QC,1008,2020/05/02 12:00:00+00,29656,6965,265,2136,114,228693,9326,20555,629,1738,22,222,4,,
1553,QUEBEC,QC,2209,2020/05/03 12:00:00+00,31865,7258,293,2205,69,234805,6112,22402,1847,1754,16,218,-4,,
1568,QUEBEC,QC,758,2020/05/04 12:00:00+00,32623,7578,320,2280,75,239174,4369,22765,363,1772,18,218,0,,
1627,QUEBEC,QC,794,2020/05/05 12:00:00+00,33417,7923,345,2398,118,243363,4189,23096,331,1821,49,218,0,,
1642,QUEBEC,QC,910,2020/05/06 12:00:00+00,34327,8284,361,2510,112,254931,11568,23533,437,1840,19,213,-5,,
1657,QUEBEC,QC,911,2020/05/07 12:00:00+00,35238,8673,389,2631,121,264143,9212,23934,401,1836,-4,224,11,,
1672,QUEBEC,QC,912,2020/05/08 12:00:00+00,36150,8928,255,2725,94,270919,6776,24497,563,1827,-9,207,-17,,
1687,QUEBEC,QC,836,2020/05/09 12:00:00+00,36986,9268,340,2786,61,281370,10451,24932,435,1835,8,205,-2,,
1702,QUEBEC,QC,735,2020/05/10 12:00:00+00,37721,9526,258,2928,142,283023,1653,25267,335,1831,-4,199,-6,,
1717,QUEBEC,QC,748,2020/05/11 12:00:00+00,38469,9703,177,3013,85,288997,5974,25753,486,1838,7,193,-6,,
1732,QUEBEC,QC,756,2020/05/12 12:00:00+00,39225,10056,353,3131,118,290888,1891,26038,285,1841,3,186,-7,,
1747,QUEBEC,QC,706,2020/05/13 12:00:00+00,39931,10470,414,3220,89,296528,5640,26241,203,1876,35,194,8,,
1762,QUEBEC,QC,793,2020/05/14 12:00:00+00,40724,10829,359,3351,131,302929,6401,26544,303,1834,-42,190,-4,,
1777,QUEBEC,QC,696,2020/05/15 12:00:00+00,41420,11039,210,3401,50,310868,7939,26980,436,1822,-12,191,1,,
1792,QUEBEC,QC,763,2020/05/16 12:00:00+00,42183,11458,419,3483,82,319472,8604,27242,262,1763,-59,179,-12,,
1807,QUEBEC,QC,737,2020/05/17 12:00:00+00,42920,11754,296,3562,79,327782,8310,27604,362,1766,3,183,4,,
1822,QUEBEC,QC,707,2020/05/18 12:00:00+00,43627,12045,291,3596,34,335232,7450,27986,382,1771,5,179,-4,,
1852,QUEBEC,QC,570,2020/05/19 12:00:00+00,44197,12497,452,3647,51,341102,5870,28053,67,1784,13,180,1,,
1867,QUEBEC,QC,578,2020/05/20 12:00:00+00,44775,12822,325,3718,71,346684,5582,28235,182,1516,-268,183,3,,
1882,QUEBEC,QC,720,2020/05/21 12:00:00+00,45495,13327,505,3800,82,354172,7488,28368,133,1504,-12,176,-7,,
1897,QUEBEC,QC,646,2020/05/22 12:00:00+00,46141,13819,492,3865,65,361628,7456,28457,89,1479,-25,171,-5,,
1912,QUEBEC,QC,697,2020/05/23 12:00:00+00,46838,14044,225,3940,75,370820,9192,28854,397,1452,-27,167,-4,,
1927,QUEBEC,QC,573,2020/05/24 12:00:00+00,47411,14331,287,3984,44,380061,9241,29096,242,1435,-17,170,3,,
1942,QUEBEC,QC,573,2020/05/25 12:00:00+00,47984,14654,323,4069,85,389618,9557,29261,165,1425,-10,179,9,,
1957,QUEBEC,QC,614,2020/05/26 12:00:00+00,48598,14999,345,4139,70,395775,6157,29460,199,1403,-22,181,2,,
1972,QUEBEC,QC,541,2020/05/27 12:00:00+00,49139,15319,320,4228,89,402059,6284,29592,132,1378,-25,184,3,,
1987,QUEBEC,QC,563,2020/05/28 12:00:00+00,49702,15618,299,4302,74,409135,7076,29782,190,1331,-47,178,-6,,
2002,QUEBEC,QC,530,2020/05/29 12:00:00+00,50232,15908,290,4363,61,417796,8661,29961,179,1265,-66,172,-6,,
2017,QUEBEC,QC,419,2020/05/30 12:00:00+00,50651,16070,162,4439,76,428895,11099,30142,181,1197,-68,167,-5,,
2032,QUEBEC,QC,408,2020/05/31 12:00:00+00,51059,16346,276,4641,202,436799,7904,30072,-70,1198,1,171,4,,
2047,QUEBEC,QC,295,2020/06/01 12:00:00+00,51354,16597,251,4661,20,444782,7983,30096,24,1185,-13,163,-8,,
2062,QUEBEC,QC,239,2020/06/02 12:00:00+00,51593,16803,206,4713,52,450317,5535,30077,-19,1175,-10,161,-2,,
2077,QUEBEC,QC,291,2020/06/03 12:00:00+00,51884,17098,295,4794,81,456561,6244,29992,-85,1141,-34,158,-3,,
2092,QUEBEC,QC,259,2020/06/04 12:00:00+00,52143,17336,238,4885,91,463561,7000,29922,-70,1076,-65,146,-12,,
2107,QUEBEC,QC,255,2020/06/05 12:00:00+00,52398,17764,428,4935,50,470857,7296,29699,-223,1030,-46,131,-15,,
2122,QUEBEC,QC,226,2020/06/06 12:00:00+00,52624,18412,648,4970,35,477735,6878,29242,-457,981,-49,121,-10,,
2137,QUEBEC,QC,225,2020/06/07 12:00:00+00,52849,18714,302,4978,8,484970,7235,29157,-85,972,-9,128,7,,
2152,QUEBEC,QC,198,2020/06/08 12:00:00+00,53047,18994,280,4984,6,489875,4905,29069,-88,979,7,121,-7,,
2167,QUEBEC,QC,138,2020/06/09 12:00:00+00,53185,19361,367,5029,45,493722,3847,28795,-274,961,-18,117,-4,,
2182,QUEBEC,QC,156,2020/06/10 12:00:00+00,53341,19841,480,5081,52,498548,4826,28419,-376,914,-47,117,0,,
2197,QUEBEC,QC,144,2020/06/11 12:00:00+00,53485,20299,458,5105,24,504054,5506,28081,-338,871,-43,114,-3,,
2212,QUEBEC,QC,181,2020/06/12 12:00:00+00,53666,20823,524,5148,43,504054,0,27695,-386,840,-31,107,-7,,
2242,QUEBEC,QC,158,2020/06/13 12:00:00+00,53824,21281,458,5195,47,514866,10812,27348,-347,788,-52,102,-5,,
2257,QUEBEC,QC,128,2020/06/14 12:00:00+00,53952,21742,461,5222,27,520871,6005,26988,-360,769,-19,85,-17,,
2272,QUEBEC,QC,102,2020/06/15 12:00:00+00,54054,22213,471,5242,20,524977,4106,26599,-389,771,2,82,-3,,
2287,QUEBEC,QC,92,2020/06/16 12:00:00+00,54146,22350,137,5269,27,524977,0,26527,-72,718,-53,77,-5,,
2302,QUEBEC,QC,117,2020/06/17 12:00:00+00,54263,22549,199,5298,29,524977,0,26416,-111,690,-28,72,-5,,
2317,QUEBEC,QC,120,2020/06/18 12:00:00+00,54383,22754,205,5340,42,538816,13839,26289,-127,637,-53,65,-7,,
2332,QUEBEC,QC,167,2020/06/19 12:00:00+00,54550,22972,218,5375,35,545163,6347,26203,-86,574,-63,62,-3,,
2347,QUEBEC,QC,124,2020/06/20 12:00:00+00,54674,23201,229,5408,33,551350,6187,26065,-138,529,-45,62,0,,
2362,QUEBEC,QC,92,2020/06/21 12:00:00+00,54766,23322,121,5417,9,551434,84,26027,-38,521,-8,61,-1,,
2377,QUEBEC,QC,69,2020/06/22 12:00:00+00,54835,23506,184,5417,0,551472,38,25912,-115,520,-1,57,-4,,
2392,QUEBEC,QC,49,2020/06/23 12:00:00+00,54884,23620,114,5424,7,564468,102990,25840,-72,515,-5,56,-1,,
2407,QUEBEC,QC,53,2020/06/24 12:00:00+00,54937,23710,90,5441,17,568995,4527,25786,-54,500,-15,52,-4,,
2422,QUEBEC,QC,142,2020/06/25 12:00:00+00,55079,23786,76,5448,7,568995,0,25845,59,487,-13,50,-2,,
2437,QUEBEC,QC,0,2020/06/26 12:00:00+00,55079,23786,0,5448,0,568995,0,25845,0,487,0,50,0,,
2452,QUEBEC,QC,0,2020/06/27 12:00:00+00,55079,23786,0,5448,0,568995,0,25845,0,487,0,50,0,,
2467,QUEBEC,QC,0,2020/06/28 12:00:00+00,55079,23786,0,5448,0,568995,0,25845,0,487,0,50,0,,
2482,QUEBEC,QC,311,2020/06/29 12:00:00+00,55390,24602,816,5485,37,584708,15713,25303,-542,455,-32,45,-5,,
2497,QUEBEC,QC,68,2020/06/30 12:00:00+00,55458,24798,196,5503,18,600312,15604,25157,-146,435,-20,38,-7,,
2512,QUEBEC,QC,66,2020/07/01 12:00:00+00,55524,24949,151,5527,24,605139,4827,25048,-109,422,-13,33,-5,,
2527,QUEBEC,QC,69,2020/07/02 12:00:00+00,55593,25034,85,5541,14,611134,5995,25018,-30,411,-11,32,-1,,
2557,QUEBEC,QC,89,2020/07/03 12:00:00+00,55682,25158,124,5560,19,616674,5540,24964,-54,392,-19,31,-1,,
2572,QUEBEC,QC,102,2020/07/04 12:00:00+00,55784,25280,122,5566,6,622085,5411,24938,-26,375,-17,27,-4,,
2617,QUEBEC,QC,79,2020/07/05 12:00:00+00,55863,25346,66,5574,8,622160,75,24943,5,371,-4,26,-1,,
2632,QUEBEC,QC,74,2020/07/06 12:00:00+00,55937,25378,32,5577,3,622231,71,24982,39,377,6,25,-1,,
2647,QUEBEC,QC,60,2020/07/07 12:00:00+00,55997,25458,80,5590,13,644246,22015,24949,-33,347,-30,26,1,,
2662,QUEBEC,QC,82,2020/07/08 12:00:00+00,56079,25534,76,5603,13,648922,4676,24942,-7,331,-16,27,1,,
2677,QUEBEC,QC,137,2020/07/09 12:00:00+00,56216,25616,82,5609,6,656475,7553,24991,49,308,-23,27,0,,
2692,QUEBEC,QC,100,2020/07/10 12:00:00+00,56316,25675,59,5612,3,663627,7152,25029,38,317,9,24,-3,,
2707,QUEBEC,QC,91,2020/07/11 12:00:00+00,56407,25773,98,5620,8,677934,14307,25014,-15,313,-4,22,-2,,
2722,QUEBEC,QC,114,2020/07/12 12:00:00+00,56521,25862,89,5627,7,671833,-6101,25032,18,306,-7,20,-2,,
2737,QUEBEC,QC,100,2020/07/13 12:00:00+00,56621,25911,49,5628,1,678148,6315,25082,50,305,-1,21,1,,
2752,QUEBEC,QC,109,2020/07/14 12:00:00+00,56730,26025,114,5633,5,698671,20523,25072,-10,295,-10,21,0,,
2767,QUEBEC,QC,129,2020/07/15 12:00:00+00,56859,26097,72,5636,3,706116,7445,25126,54,285,-10,20,-1,,
2782,QUEBEC,QC,142,2020/07/16 12:00:00+00,57001,26097,0,5646,10,715259,9143,25258,132,277,-8,20,0,,
